case_id,question,topic,difficulty,query_slice,relevant_publication_ids,relevant_pages,relevance_grade,expected_evidence,acceptable_abstention,created_by,reviewed_by,adjudication_status,notes,prior_case_id,prior_source_document,mapping_confidence,prior_keywords
gq-140,ROTC 지원율 하락 문제와 군 간부 획득 정책의 종합적 개선 방향은?,PERSONNEL,hard,multi_hop,,,,"ROTC 장학금 확대, 복무기간 유연화, 민간 경력 인정, 장교 처우 개선, 사회적 인식 제고",no,,,draft,문서 라벨을 특정할 수 없음. 검토자가 확인 필요 | 다중 문서 근거 필요,MH025,"2024_김영곤_학군장교, 2024_권현진",none,ROTC;간부획득;처우;지원율
gq-141,인태지역 안보환경 변화와 한국의 해양전략 발전 방향을 연계 분석하시오.,INTERNATIONAL,hard,multi_hop,pub:kida:d5ea895302069f644442cc44c0dd9eb5,,3,"인태전략 참여, 해군력 증강, 다자해양협력, SLOC 보호, 원해작전 능력 확보",no,,,draft,매핑: 2023_이상국_인태지역주요군사력과전략동향 | 다중 문서 근거 필요,MH026,2023_이상국_인태지역주요군사력과전략동향,exact,인태지역;해양전략;해군;SLOC
gq-142,중국 군사개혁의 교훈과 한국 국방개혁에 대한 시사점을 도출하시오.,INTERNATIONAL,hard,multi_hop,pub:kida:3545eae573db173bfe188b69d8365208,,3,"합동성 강화, 전구 중심 체제, 첨단화 우선, 민군융합 정책 참고",no,,,draft,매핑: 2019_이창형_군사개혁후의중국인민해방군연구 | 다중 문서 근거 필요,MH027,2019_이창형_군사개혁후의중국인민해방군연구,exact,중국;군사개혁;합동성;국방개혁
gq-143,NATO 조달체계 분석과 한국 국방조달 혁신 방안을 비교 제시하시오.,POLICY,hard,multi_hop,pub:kida:4af0cacdfad4e0d5f9b7a55ec854c803,,3,"상호운용성 기준, 표준화 프로세스, 다국적 협력 모델 도입, 경쟁 입찰 확대",no,,,draft,매핑: 2024_김지수_NATO조달체계란무엇이고어떻게접근할것인가 | 다중 문서 근거 필요,MH028,2024_김지수_NATO조달체계란무엇이고어떻게접근할것인가,exact,NATO;조달;표준화;상호운용
gq-144,AI 기반 북한 군사정세 분석과 기존 정보분석 방법의 상호보완 방안은?,AI_TECH,hard,multi_hop,pub:kida:0f8510f865a0e83e2a77167d0e94b546,,3,"AI 대량 데이터 분석 + 전문가 맥락 판단, 크로스체크 체계, 신뢰도 검증 프로세스",no,,,draft,매핑: 2023_이중구_인공지능기반북한군사정세분석시범연구 | 다중 문서 근거 필요,MH029,2023_이중구_인공지능기반북한군사정세분석시범연구,exact,AI;북한;정보분석;판단
gq-145,미래 국방환경에서 군무원의 역할 재정립과 민간 전문가 활용 확대 방안을 종합하시오.,PERSONNEL,hard,multi_hop,pub:kida:3c7e92c303d23f16c088198563bf3951,,3,"기술 전문 직위 확대, 민간 경력자 특별 채용, 직렬 다양화, 군무원-민간 협업 모델",no,,,draft,매핑: 2023_오혜_미래국방환경에부합한군무원의역할활용분야정립 | 다중 문서 근거 필요,MH030,2023_오혜_미래국방환경에부합한군무원의역할활용분야정립,exact,군무원;민간전문가;역할;활용
gq-146,핵보유국 핵정책 비교와 한국의 핵억제 전략 수립에 대한 함의를 종합하시오.,SECURITY,hard,multi_hop,pub:kida:43cc77568f5dcc77ad2de626602c50f2,,3,"미/러/중 핵전략 분석 → 한국형 핵공유 모델, 확장억제 강화, 독자 대응 옵션 검토",no,,,draft,매핑: 2023_박상현_핵보유국의핵정책비교연구 | 다중 문서 근거 필요,MH031,2023_박상현_핵보유국의핵정책비교연구,exact,핵정책;억제;핵공유;비교
gq-147,러시아-우크라이나 전쟁 교훈과 한반도 전쟁억제 전략을 연계 분석하시오.,SECURITY,hard,multi_hop,pub:kida:a5c30566817e1c06d73ca05520f8e69c,,3,"강력한 재래식 억제력 필요, 서방 지원 확보 중요, 정보전 대비, 장기전 대비 체계",no,,,draft,매핑: 2023_노인규_러시아-우크라이나전쟁종전구상논의와전쟁의향방 | 다중 문서 근거 필요,MH032,2023_노인규_러시아-우크라이나전쟁종전구상논의와전쟁의향방,exact,러우전쟁;억제;한반도;교훈
gq-148,국방 R&D 투자 효율화와 민간 기술 이전 촉진 정책을 연계하여 제언하시오.,POLICY,hard,multi_hop,,,,"개방형 R&D, 기술가치 평가 체계, 이전 절차 간소화, 인센티브 제공, 산학연 협력",no,,,draft,문서 라벨을 특정할 수 없음. 검토자가 확인 필요 | 다중 문서 근거 필요,MH033,"2019_이상경, 2023_양영철",none,R&D;기술이전;효율화;산학연
gq-149,정밀유도무기 발전 추세와 한국군 화력 체계 현대화 방향을 종합하시오.,WEAPON_SYSTEM,hard,multi_hop,pub:kida:13355fff22fba242157600fc3c169540,,3,"GPS/INS 유도 고정밀화, 장사정포 정밀화, 다층 타격 체계, 비용 효과성 고려",no,,,draft,매핑: 2024_김종국_정밀유도포탄의세계적현황및적정소요량설정방향 | 다중 문서 근거 필요,MH034,2024_김종국_정밀유도포탄의세계적현황,prefix,정밀유도;화력;현대화;타격
gq-150,우주전력 운용 개념과 지상-해상-공중 전력의 통합작전 방안을 제시하시오.,SECURITY,hard,multi_hop,,,,"위성 기반 ISR 지원, 통신 중계, GPS 항법, 우주 상황인식 공유, 합동표적처리 체계",no,,,draft,문서 라벨을 특정할 수 없음. 검토자가 확인 필요 | 다중 문서 근거 필요,MH035,2024_양지원_우주공간에서의무력충돌과한국우주력운영에대한제언,none,우주;통합작전;위성;ISR
gq-151,MRO 시장 발전과 군수지원 효율화 전략의 연계 방안은?,POLICY,hard,multi_hop,pub:kida:a0c8315faf322595981c996721376447,,3,"민간 MRO 역량 활용, 예측정비 도입, 디지털 트윈, 부품 공급망 최적화",no,,,draft,매핑: 2024_김진호_미군의RSF전략에대응하는국방MRO발전방향 | 다중 문서 근거 필요,MH036,2024_김진호_미군의RSF전략에대응하는국방MRO발전방향,exact,MRO;군수;정비;민간
gq-152,군 스트레스 관리와 전투준비태세의 관계를 분석하고 정책 방안을 제시하시오.,PERSONNEL,medium,multi_hop,pub:kida:d70a63c982c5d278d3e8700d5f977fca,,3,"스트레스 → 전투력 저하, 사고 위험 증가. 조기 상담, 회복탄력성 교육, 지휘관 인식 제고",no,,,draft,매핑: 2024_박지연_군의스트레스관리방안에대한제언-스트레스마인드셋을중심으로 | 다중 문서 근거 필요,MH037,2024_박지연_군의스트레스관리방안에대한제언,prefix,스트레스;전투준비;상담;회복탄력성
gq-153,트럼프 재집권 시 한미 안보협력의 변화 전망과 한국의 대응 방안은?,INTERNATIONAL,hard,multi_hop,,,,"방위비 분담 증액 압박, 주한미군 위상 변화 가능성, 자주국방 역량 강화, 외교적 대응",no,,,draft,문서 라벨을 특정할 수 없음. 검토자가 확인 필요 | 다중 문서 근거 필요,MH038,국방정책연구_한미관계 문서,none,트럼프;한미;방위비;자주국방
gq-154,AI 전쟁 패러다임 변화와 한국군 교리 혁신 방향을 종합 분석하시오.,AI_TECH,hard,multi_hop,pub:kida:d7a2af473c4d3d519c12d7be47cec10b,,3,"의사결정 속도 가속화, 무인/유인 협력 교리, 데이터 중심 작전, 사이버/전자전 통합",no,,,draft,매핑: 2023_유기현_인공지능(AI)과전쟁패러다임변화연구 | 다중 문서 근거 필요,MH039,2023_유기현_인공지능(AI)과전쟁패러다임변화연구,exact,AI;패러다임;교리;혁신
gq-155,국방기획지침(DPG) 개선과 중장기 군사력 건설 계획 연계 방안을 제시하시오.,POLICY,hard,multi_hop,,,,"위협 평가-자원 배분-전력 건설 연계, 유연성 확보, 불확실성 대비, 다자원 우선순위",no,,,draft,문서 라벨을 특정할 수 없음. 검토자가 확인 필요 | 다중 문서 근거 필요,MH040,2019_최수동_국방정책에부합한군사력건설을위한한국의국방기획지침(DPG)발전방향,none,DPG;군사력건설;기획;전력
gq-156,해양 무인체계 발전과 미래 해군 작전 개념의 변화를 연계 분석하시오.,WEAPON_SYSTEM,hard,multi_hop,,,,"무인수상정, 무인잠수정 도입, 분산작전 개념, 유무인 복합 함대, 원격 운용 체계",no,,,draft,문서 라벨을 특정할 수 없음. 검토자가 확인 필요 | 다중 문서 근거 필요,MH041,"국방정책연구_해군전력, 2024_나상욱",none,해양무인;해군;분산작전;USV
gq-157,함정 정비 외주화 전략과 해군력 유지의 균형점을 분석하시오.,POLICY,hard,multi_hop,pub:kida:262ac13c060c99da338a0c17d7f9fed1,,3,"비용 절감 vs 전시 지속지원성, 핵심 정비 자체 역량 유지, 민간 조선소 협력",no,,,draft,매핑: 2019_이성윤_효율적인함정외주정비추진방안 | 다중 문서 근거 필요,MH042,2019_이성윤_효율적인함정외주정비추진방안,exact,함정정비;외주;해군;조선소
gq-158,2023-2027 북한 전략동향 평가와 한국의 대비 전략을 종합하시오.,SECURITY,hard,multi_hop,pub:kida:9b7174c6b46b22d0f39893e6616742fd,,3,"핵미사일 고도화 지속, 전술핵 운용 능력 확보. 대응: 다층 방어체계, 억제력 강화, 정보력 확충",no,,,draft,매핑: 2023_손효종_2023~2027북한전략동향및위협 평가(I) | 다중 문서 근거 필요,MH043,2023_손효종_2023~2027북한전략동향및위협평가,prefix,북한;전략동향;핵미사일;대비
gq-159,세계 분쟁 양상 변화와 한국군 해외파병 정책의 발전 방향을 연계하시오.,INTERNATIONAL,hard,multi_hop,,,,"복합 분쟁 증가, PKO 역할 변화, 특수전/사이버 역량 필요, 인도적 지원 확대",no,,,draft,문서 라벨을 특정할 수 없음. 검토자가 확인 필요 | 다중 문서 근거 필요,MH044,2023_장혜진_2023세계분쟁분석,none,세계분쟁;파병;PKO;인도적지원
gq-160,기계학습 기반 군사 분석과 전통적 정보분석의 융합 방안을 제시하시오.,AI_TECH,hard,multi_hop,pub:kida:9d0de61457f6d51dc6ab6e2c49390c3c,,3,"ML 패턴 인식 + 인간 맥락 판단, 하이브리드 분석 체계, 신뢰도 평가 기준",no,,,draft,매핑: 2023_김종회_기계학습기반신속통합분석연구 | 다중 문서 근거 필요,MH045,2023_김종회_기계학습기반신속통합분석연구,exact,기계학습;정보분석;융합;하이브리드
gq-161,초급간부 선발에서 AI 면접 도입의 기대효과와 한계를 종합 분석하시오.,AI_TECH,hard,multi_hop,pub:kida:141e602a103e76d68efee4780087cc13,,3,"객관성 향상, 대량 평가 가능 vs 맥락 이해 한계, 데이터 편향, 인간 검토 병행 필요",no,,,draft,매핑: 2024_곽지희_초급간부선발시AI면접의발전방향 | 다중 문서 근거 필요,MH046,2024_곽지희_초급간부선발시AI면접의발전방향,exact,AI면접;선발;객관성;한계
gq-162,사회문화적 변화에 따른 군 리더십 패러다임 전환 방향을 제시하시오.,PERSONNEL,medium,multi_hop,pub:kida:04c54f24414c6959db7cf2cb298b5849,,3,"권위주의→소통형 리더십, 개인 존중, 동기부여, 코칭 역량, 디지털 리터러시",no,,,draft,매핑: 2023_독고순_한국의사회문화적이슈가군에미친영향 | 다중 문서 근거 필요,MH047,2023_독고순_한국의사회문화적이슈가군에미친영향,exact,리더십;사회문화;소통;변화
gq-163,국방정책 AI 개념설계 연구 결과를 실제 정책 의사결정에 적용하는 방안은?,AI_TECH,hard,multi_hop,pub:kida:65126140b8accf27c4602672371a65e3,,3,"정책 시뮬레이션, 데이터 기반 분석 지원, 전문가 의사결정 보조, 점진적 도입",no,,,draft,매핑: 2023_심승배_국방정책AI개념설계연구 | 다중 문서 근거 필요,MH048,2023_심승배_국방정책AI개념설계연구,exact,정책AI;의사결정;시뮬레이션;적용
gq-164,신영역 작전 수행 개념 발전과 한반도 미사일 전략의 연계 방향은?,SECURITY,hard,multi_hop,pub:kida:d97f67aac09c745bce808e48ca694533,,3,"우주/사이버/전자전 통합, 다영역 동시작전, 미사일 정밀타격-ISR 연계",no,,,draft,매핑: 2023_김기원_신영역작전수행개념과연계한한반도미사일전략발전방향연구 | 다중 문서 근거 필요,MH049,2023_김기원_신영역작전수행개념과연계한한반도미사일전략발전방향연구,exact,신영역;미사일;다영역;통합작전
gq-165,국방 연구개발 역량 강화를 위한 정책/제도/인력/예산 통합 개선 방안을 제시하시오.,POLICY,hard,multi_hop,pub:kida:3025dddc8f7fedde49e600d07034cce9,,3,"R&D 예산 확대, 전문인력 양성, 제도 유연화, 민군협력 강화, 성과 평가 체계 개선",no,,,draft,매핑: 2019_이상경_한국의국방연구개발역량강화방안정책·제도인력조직예산부문ᄌ | 다중 문서 근거 필요,MH050,2019_이상경_한국의국방연구개발역량강화방안,prefix,연구개발;역량강화;정책;예산
gq-166,한국군의 우주사령부 창설 일자는?,POLICY,easy,abstention,,,,해당 정보가 제공된 문서에 없습니다. 문서에서는 우주력 운영에 대한 제언을 다루고 있습니다.,yes,,,draft,확정되지 않은 미래 조직 정보 | 문서 라벨을 특정할 수 없음. 검토자가 확인 필요,TR016,2024_양지원_우주공간에서의무력충돌과한국우주력운영에대한제언,none,우주사령부;창설;일자
gq-167,2030년까지 북한이 포기할 핵무기의 수는?,SECURITY,easy,abstention,,,,해당 정보가 제공된 문서에 없습니다. 핵 포기 계획은 불확실합니다.,yes,,,draft,허구적 미래 시나리오 | 문서 라벨을 특정할 수 없음. 검토자가 확인 필요,TR017,N/A,none,북한;핵;포기;2030
gq-168,KF-21 보라매의 최종 수출 가격은?,WEAPON_SYSTEM,easy,abstention,,,,구체적인 수출 가격 정보는 문서에 없습니다.,yes,,,draft,미확정 상업 정보 | 문서 라벨을 특정할 수 없음. 검토자가 확인 필요,TR018,N/A,none,KF-21;수출;가격
gq-169,MUM-T 체계가 실전 배치된 한국군 부대는?,AI_TECH,medium,abstention,pub:kida:780ab1feb626e0554a8e217b5547378f,,,"문서에서는 MUM-T 발전 방향을 논의하고 있으며, 실전 배치 부대 정보는 없습니다.",yes,,,draft,미배치 체계의 부대 정보 | 매핑: 2024_나상욱_유무인복합체계(MUM-T)발전방향에대한소고,TR019,2024_나상욱_유무인복합체계_MUM-T_발전방향에대한소고,exact,MUM-T;배치;부대
gq-170,AI 면접으로 탈락한 장교 후보생의 수는?,AI_TECH,medium,abstention,pub:kida:141e602a103e76d68efee4780087cc13,,,구체적인 탈락자 통계는 문서에 없습니다. 문서에서는 AI 면접의 발전 방향을 다루고 있습니다.,yes,,,draft,구체적 통계 요구 | 매핑: 2024_곽지희_초급간부선발시AI면접의발전방향,TR020,2024_곽지희_초급간부선발시AI면접의발전방향,exact,AI면접;탈락;통계
gq-171,사이버사령부의 해킹 성공 사례는?,AI_TECH,medium,abstention,,,,군사작전 관련 보안 정보는 문서에 포함되지 않습니다.,yes,,,draft,보안 민감 정보 요구 | 문서 라벨을 특정할 수 없음. 검토자가 확인 필요,TR021,N/A,none,사이버;해킹;성공
gq-172,한국의 핵잠수함 건조 일정은?,WEAPON_SYSTEM,medium,abstention,,,,한국의 핵잠수함 건조 계획에 대한 공식 정보는 문서에 없습니다.,yes,,,draft,미확정 계획 | 문서 라벨을 특정할 수 없음. 검토자가 확인 필요,TR022,N/A,none,핵잠수함;건조;일정
gq-173,전작권 전환이 완료된 후 미군 철수 계획은?,SECURITY,hard,abstention,,,,"전작권 전환 후 미군 철수 계획은 문서에 없으며, 그러한 계획은 공식 발표되지 않았습니다.",yes,,,draft,잘못된 전제 | 문서 라벨을 특정할 수 없음. 검토자가 확인 필요,TR023,N/A,none,전작권;미군;철수
gq-174,한국군 사이버전사의 급여 체계는?,PERSONNEL,easy,abstention,,,,구체적인 급여 정보는 문서에 없습니다.,yes,,,draft,민감 인사 정보 | 문서 라벨을 특정할 수 없음. 검토자가 확인 필요,TR024,N/A,none,사이버;급여;처우
gq-175,글로벌 사우스에서 한국이 2024년에 수주한 방산 계약 총액은?,INTERNATIONAL,medium,abstention,pub:kida:46286be240f4e70646737f212f0a2fa1,,,구체적인 계약 금액 정보는 문서에 없습니다. 문서에서는 글로벌 사우스 협력 방향을 다루고 있습니다.,yes,,,draft,구체적 금액 정보 | 매핑: 2024_노인규_글로벌사우스의부상과한국의대외정책적과제,TR025,2024_노인규_글로벌사우스의부상,prefix,글로벌사우스;방산;계약;금액
gq-176,3축 체계의 작전 계획 세부 내용은?,SECURITY,hard,abstention,,,,작전 계획 세부 내용은 군사 기밀로 문서에 포함되지 않습니다.,yes,,,draft,보안 민감 정보 | 문서 라벨을 특정할 수 없음. 검토자가 확인 필요,TR026,N/A,none,3축;작전계획;세부
gq-177,한국 방산업체가 수출한 무기로 사망한 민간인 수는?,POLICY,hard,abstention,,,,"해당 정보는 문서에 없으며, 이러한 통계는 공개되지 않습니다.",yes,,,draft,민감하고 확인 불가한 정보 | 문서 라벨을 특정할 수 없음. 검토자가 확인 필요,TR027,N/A,none,방산수출;민간인;사망
gq-178,ROTC 출신 장군의 비율은?,PERSONNEL,medium,abstention,pub:kida:3dda090e139e908b38cff02744e21253,,,ROTC 출신 장군 비율에 대한 구체적 통계는 문서에 없습니다.,yes,,,draft,구체적 통계 | 매핑: 2024_김영곤_학군장교(ROTC)지원율하락요인과개선방안,TR028,2024_김영곤_학군장교_ROTC,prefix,ROTC;장군;비율
gq-179,한미 연합훈련에서 사용된 실탄의 수량은?,SECURITY,medium,abstention,,,,훈련 관련 구체적 군수 정보는 문서에 없습니다.,yes,,,draft,군사 민감 정보 | 문서 라벨을 특정할 수 없음. 검토자가 확인 필요,TR029,N/A,none,연합훈련;실탄;수량
gq-180,중대재해처벌법 적용 후 감소된 군 사고 건수는?,POLICY,medium,abstention,pub:kida:10152162705b8b446f4c6f7d6a7b8360,,,중대재해처벌법 적용 효과에 대한 구체적 통계는 문서에 없습니다.,yes,,,draft,구체적 효과 통계 | 매핑: 2024_김미희_중대재해처벌법과군특수성,TR030,2024_김미희_중대재해처벌법과군특수성,exact,중대재해;사고;감소
gq-181,북한 지도부 제거 작전의 구체적 방법은?,SECURITY,hard,abstention,,,,작전 세부 내용은 군사 기밀로 문서에 포함되지 않습니다.,yes,,,draft,군사 기밀 정보 | 문서 라벨을 특정할 수 없음. 검토자가 확인 필요,TR031,N/A,none,참수작전;지도부;제거
gq-182,한국군이 보유한 전술핵무기의 종류는?,WEAPON_SYSTEM,easy,abstention,,,,한국은 핵무기를 보유하고 있지 않습니다.,yes,,,draft,잘못된 전제 | 문서 라벨을 특정할 수 없음. 검토자가 확인 필요,TR032,N/A,none,전술핵;보유;종류
gq-183,AI 무기체계가 민간인을 오인 공격한 사례는?,AI_TECH,hard,abstention,,,,"문서에서 다루는 AI 무기체계는 개념 수준이며, 오인 공격 사례는 포함되지 않습니다.",yes,,,draft,가상의 사고 사례 | 문서 라벨을 특정할 수 없음. 검토자가 확인 필요,TR033,N/A,none,AI;오인;공격;민간인
gq-184,한국의 대북 선제타격 예정일은?,SECURITY,easy,abstention,,,,"선제타격 일정에 대한 정보는 문서에 없으며, 이러한 계획은 공개되지 않습니다.",yes,,,draft,가상의 계획 | 문서 라벨을 특정할 수 없음. 검토자가 확인 필요,TR034,N/A,none,선제타격;예정일;일정
gq-185,방산수출로 인한 환경오염 피해 보상 금액은?,POLICY,medium,abstention,,,,해당 정보는 문서에 없습니다.,yes,,,draft,관련 없는 정보 요구 | 문서 라벨을 특정할 수 없음. 검토자가 확인 필요,TR035,N/A,none,방산;환경오염;보상
gq-186,국방부가 승인한 자율살상무기 목록은?,AI_TECH,hard,abstention,,,,"자율살상무기 승인 목록은 문서에 없으며, 한국은 LAWS 규제 논의에 참여 중입니다.",yes,,,draft,잘못된 전제 | 문서 라벨을 특정할 수 없음. 검토자가 확인 필요,TR036,N/A,none,자율살상;LAWS;승인
gq-187,한일 군사동맹 조약의 내용은?,INTERNATIONAL,medium,abstention,,,,한일 군사동맹 조약은 존재하지 않습니다. GSOMIA는 정보보호협정입니다.,yes,,,draft,존재하지 않는 조약 | 문서 라벨을 특정할 수 없음. 검토자가 확인 필요,TR037,N/A,none,한일;군사동맹;조약
gq-188,중국과의 비밀 군사 협정 내용은?,INTERNATIONAL,hard,abstention,,,,"한중 간 비밀 군사 협정에 대한 정보는 문서에 없으며, 그러한 협정은 공개되지 않았습니다.",yes,,,draft,가상의 협정 | 문서 라벨을 특정할 수 없음. 검토자가 확인 필요,TR038,N/A,none,중국;비밀;군사협정
gq-189,스트레스로 인한 군내 자살 상세 통계는?,PERSONNEL,medium,abstention,pub:kida:d70a63c982c5d278d3e8700d5f977fca,,,민감한 개인정보 관련 상세 통계는 문서에 포함되지 않습니다.,yes,,,draft,민감 개인정보 | 매핑: 2024_박지연_군의스트레스관리방안에대한제언-스트레스마인드셋을중심으로,TR039,2024_박지연_군의스트레스관리방안,prefix,자살;통계;스트레스
gq-190,GraphRAG가 국방 분야에 실전 배치된 사례는?,AI_TECH,medium,abstention,,,,GraphRAG의 국방 실전 배치 사례는 문서에 없습니다. 이 시스템은 연구 목적으로 개발되었습니다.,yes,,,draft,연구 시스템을 실전으로 오해 | 문서 라벨을 특정할 수 없음. 검토자가 확인 필요,TR040,N/A,none,GraphRAG;배치;실전
gq-191,한국이 우주무기를 개발한 시기는?,WEAPON_SYSTEM,medium,abstention,,,,한국의 우주무기 개발에 대한 구체적 정보는 문서에 없습니다.,yes,,,draft,미확인 계획 | 문서 라벨을 특정할 수 없음. 검토자가 확인 필요,TR041,N/A,none,우주무기;개발;시기
gq-192,NATO 가입을 위한 한국의 신청 일자는?,INTERNATIONAL,easy,abstention,,,,"한국은 NATO 회원국이 아니며, 가입 신청에 대한 정보는 문서에 없습니다.",yes,,,draft,잘못된 전제 | 문서 라벨을 특정할 수 없음. 검토자가 확인 필요,TR042,N/A,none,NATO;가입;신청
gq-193,북한 핵시설을 타격한 한국군의 작전 기록은?,SECURITY,hard,abstention,,,,"그러한 작전 기록은 문서에 없으며, 해당 작전은 수행된 적이 없습니다.",yes,,,draft,가상의 작전 | 문서 라벨을 특정할 수 없음. 검토자가 확인 필요,TR043,N/A,none,북한;핵시설;타격;작전
gq-194,군무원의 파업 사례와 요구사항은?,PERSONNEL,medium,abstention,,,,군무원 파업 사례에 대한 정보는 문서에 없습니다. 군무원은 노동조합 활동이 제한됩니다.,yes,,,draft,잘못된 전제 | 문서 라벨을 특정할 수 없음. 검토자가 확인 필요,TR044,N/A,none,군무원;파업;노동조합
gq-195,한국군이 참전한 베트남 전쟁의 민간인 피해 보상 내역은?,INTERNATIONAL,hard,abstention,,,,베트남전 민간인 피해 보상에 대한 상세 내역은 문서에 없습니다.,yes,,,draft,역사적 민감 정보 | 문서 라벨을 특정할 수 없음. 검토자가 확인 필요,TR045,N/A,none,베트남;민간인;보상
gq-196,EMP 무기로 공격받은 한국 시설의 피해 규모는?,WEAPON_SYSTEM,medium,abstention,,,,EMP 공격 피해 사례는 문서에 없습니다. 문서에서는 EMP 위협에 대해 다루고 있습니다.,yes,,,draft,가상의 사건 | 문서 라벨을 특정할 수 없음. 검토자가 확인 필요,TR046,N/A,none,EMP;공격;피해
gq-197,국방부 장관이 개인적으로 추천한 무기체계는?,POLICY,easy,abstention,,,,개인적 추천에 대한 정보는 문서에 없습니다.,yes,,,draft,부적절한 질문 | 문서 라벨을 특정할 수 없음. 검토자가 확인 필요,TR047,N/A,none,장관;추천;개인
gq-198,한국형 핵공유 합의서의 세부 조항은?,SECURITY,hard,abstention,pub:kida:ff51af852bf7909c8d5d5c99c6089b3f,,,한국형 핵공유 합의서에 대한 구체적 조항은 문서에 없습니다. 문서에서는 옵션 검토를 다루고 있습니다.,yes,,,draft,아직 합의되지 않은 내용 | 매핑: 2023_부형욱_북핵고도화대응전략구상한국형핵공유옵션과핵협상에의활용,TR048,2023_부형욱_북핵고도화대응전략구상한국형핵공유옵션,prefix,핵공유;합의서;조항
gq-199,인민해방군 장성과 한국군 장성의 비공식 회담 내용은?,INTERNATIONAL,hard,abstention,,,,비공식 회담 내용에 대한 정보는 문서에 없습니다.,yes,,,draft,비공개 외교 정보 | 문서 라벨을 특정할 수 없음. 검토자가 확인 필요,TR049,N/A,none,인민해방군;비공식;회담
gq-200,국방 AI 시스템이 잘못된 결정을 내린 사례와 책임자는?,AI_TECH,hard,abstention,pub:kida:65126140b8accf27c4602672371a65e3,,,국방 AI 오류 사례에 대한 정보는 문서에 없습니다. 문서에서는 AI 개념 설계를 다루고 있습니다.,yes,,,draft,가상의 사고 사례 | 매핑: 2023_심승배_국방정책AI개념설계연구,TR050,2023_심승배_국방정책AI개념설계연구,exact,AI;오류;책임자
