case_id,question,query_slice,difficulty,relevant_publication_ids,document_title,prior_keywords,suggested_pages,matched_keywords,page_evidence,relevant_pages,relevance_grade,reviewed_by,adjudication_status,notes
gq-138,한미 연합방위체제와 한반도 미사일 전략 발전의 상호작용을 분석하시오.,multi_hop,hard,pub:kida:d97f67aac09c745bce808e48ca694533,신영역작전수행개념과연계한한반도미사일전략발전방향연구,연합방위;미사일;3축체계;사거리,"129,52,19,131","미사일,3축체계,사거리 | 미사일,사거리 | 미사일,사거리 | 미사일,3축체계","p129: … 때, 한반도의 지정학적 위 치는 언제든 연루와 관여, 또는 직·간접적인 영향을 받게 될 것이므로 미사일 전략의 지리적 공간으로 주변지대를 포함하여야 할 필요가 발생한다. <그림 IV-3> 미사일 …  ||  p52: …어능력이 자신들의 미사일 전력을 완전히 무력화할 수 없다면 미국 역시 함부로 군사 행동을 감행하지 못할 것이라는 부분일 것이다.86) 결론적으로 북한은 핵의 선사용을 선언한 핵 위협이 의미를 가지기…  ||  p19: …비경쟁이 촉발되고 있다. 미국은 러시아의 9M729(RS-SSC-8 스크루드 라이버) 지상발사 순항미사일 개발과, 중국이 무기 통제 논의에 참여하지 않고 있음 을 이유로 2019년, 중거리 핵전력 …  ||  p131: …미사일 전략은 ‘듣고’, ‘보고’, ‘막아내고’, ‘때리고’, ‘평가’할 수 있도록 기능해야 할 것이다. 이것이 한반도 미사일 전략의 핵심 요체가 되어야 할 것이다. 소음 속에서 소 리를 구분할 수…",,,,draft,매핑: 2023_김기원_신영역작전수행개념과연계한한반도미사일전략발전방향연구 | 다중 문서 근거 필요
gq-141,인태지역 안보환경 변화와 한국의 해양전략 발전 방향을 연계 분석하시오.,multi_hop,hard,pub:kida:d5ea895302069f644442cc44c0dd9eb5,인태지역주요군사력과전략동향,인태지역;해양전략;해군;SLOC,"506,1",해군 | 인태지역,"p506: …행, 당의 철저한 지도 아래 북한 무력 전 반을 지휘하는 군 최고군사집행기관 ※ 총참모부는 육군, 해군, 공군, 항공 및 반항공군 등 군종사령부를 예하에 두고 있으 며, 전시 및 평시에 군사작전을 …  ||  p1: …2023. 11. 연구보고서 안보2023-4964 ISBN 97859788 인태지역 주요 군사력과 전략 동향 이상국 권보람 김기범 김두승 노인규 두진호 유지훈 이수훈 이영학 이중구 장혜진 전재우 최…",,,,draft,매핑: 2023_이상국_인태지역주요군사력과전략동향 | 다중 문서 근거 필요
gq-142,중국 군사개혁의 교훈과 한국 국방개혁에 대한 시사점을 도출하시오.,multi_hop,hard,pub:kida:3545eae573db173bfe188b69d8365208,군사개혁후의중국인민해방군연구,중국;군사개혁;합동성;국방개혁,,,,,,,draft,매핑: 2019_이창형_군사개혁후의중국인민해방군연구 | 다중 문서 근거 필요
gq-143,NATO 조달체계 분석과 한국 국방조달 혁신 방안을 비교 제시하시오.,multi_hop,hard,pub:kida:4af0cacdfad4e0d5f9b7a55ec854c803,NATO조달체계란무엇이고어떻게접근할것인가,NATO;조달;표준화;상호운용,"8,9,5,10","NATO,조달,상호운용 | NATO,조달,표준화 | NATO,조달 | NATO,조달","p8: …KIDA Defense Issues & Analyses - NATO 회원국 입장에서 군비(armament) 소요와 자원을 집약하고 공유(pooling and sharing)함으로 써 공동의 방위 역…  ||  p9: …KIDA Defense Issues & Analyses - 조달에서 개별 국가 입장에서는 매입과 매출의 일부분 불균형 관계가 있는 것으로 평가된다. 넷째, 지원 파트너십은 다국적 협력 프로그램이기 …  ||  p5: …KIDA Defense Issues & Analyses - NATO 회원국 여부에 따른 계약 현황을 살펴보면, 2015~2023년 동안의 Purchase Order 계약금 액 면에서 NATO 회원국…  ||  p10: …sues & Analyses - 게 보아야 할 수도 있는 부분인데, 원래 회원국 중심으로 운영되는 NATO 조달청 측의 입장에서는 비회원국의 필요에 의해 지원하게 되는 상황에서 비회원국과의 관계에서…",,,,draft,매핑: 2024_김지수_NATO조달체계란무엇이고어떻게접근할것인가 | 다중 문서 근거 필요
gq-144,AI 기반 북한 군사정세 분석과 기존 정보분석 방법의 상호보완 방안은?,multi_hop,hard,pub:kida:0f8510f865a0e83e2a77167d0e94b546,인공지능기반북한군사정세분석시범연구,AI;북한;정보분석;판단,"92,18,79,72","AI,북한,판단 | AI,북한,정보분석 | AI,북한,판단 | AI,북한,정보분석","p92: …성이라는 세 가지 범주 별로 다음과 같이 설명될 수 있다. 우선, 예제질문을 기준으로 한, 생성형 AI 답변의 질문에 대한 부합성을 기준으로 할 때의 평가이다. 미세 조정 시 학습량이 부족해서일 수…  ||  p18: …수집 및 처리하여 해외의 군사투자 동향을 파악하는 방식의 시범연구 (AI-based knowledge graphing)를 진행했으며,2) 일본 외무성도 AI를 활용해 해외 디지털 정보를 자동으로 검…  ||  p79: …미세조정 “김정은의 공식적인 호칭은 조선노동당 총비서, 조선민주주의 인민공화국 국무위원장입니다.” 북한이 2022년 1월에 발사한 신형 준중거리 탄도미사일의 추진체계에 대해 설명해 주세요. 학습 데…  ||  p72: …3. 함의 전체적으로 살펴보면, 현재 북한정보 분석 시스템은 기존의 자료에 대한 전 통적인 분석작업을 효율화하는 데 기여할 수 있다. 북한 정보분석에 인공지능 기술은 기존의 수작업 중 일부를 대체해…",,,,draft,매핑: 2023_이중구_인공지능기반북한군사정세분석시범연구 | 다중 문서 근거 필요
gq-145,미래 국방환경에서 군무원의 역할 재정립과 민간 전문가 활용 확대 방안을 종합하시오.,multi_hop,hard,pub:kida:3c7e92c303d23f16c088198563bf3951,미래국방환경에부합한군무원의역할활용분야정립,군무원;민간전문가;역할;활용,,,,,,,draft,매핑: 2023_오혜_미래국방환경에부합한군무원의역할활용분야정립 | 다중 문서 근거 필요
gq-146,핵보유국 핵정책 비교와 한국의 핵억제 전략 수립에 대한 함의를 종합하시오.,multi_hop,hard,pub:kida:43cc77568f5dcc77ad2de626602c50f2,핵보유국의핵정책비교연구,핵정책;억제;핵공유;비교,"42,24,44,28","억제,비교 | 억제,핵공유 | 억제,비교 | 억제,비교",p42: …서명한 줄피카르 알리 부토(Zulfikar Ali Bhutto) 총리는 이 협정을 베르사유 조약에 비교하면서 치욕적인 협정임을 거듭 강 조한 바 있다. 위기 상황에서 자국의 능력 외에는 누구도 의지…  ||  p24: …으로 공격하려면 최소한 수도인 모스크 바의 완전한 파괴를 감수해야 한다는 것이다. 다른 나라의 핵 억제전략에는 언급되지 않는 “독립적인 핵 억지력”이라는 개념이 영국에는 있다. 이는 영국의 핵 개발…  ||  p44: … 핵 탄두는 대략 170기(2023년)로 추정된다. 2016년에 130기의 핵 탄두를 보유한 것과 비교하면 지속적으로 핵탄두의 숫자를 증가시키고 있다. 파키스탄의 핵전력에서 특징적인 것은 해상기반억…  ||  p28: …면 연합군의 지시를 받을 가능성이 가장 큰 것으로 평가되고 있다. 3. 프랑스의 핵 정책 가. 핵 억제전략 프랑스는 핵보유국 중 가장 높은 투명성을 유지한 국가로 인정받아왔다. 수년간 핵 전력과 작…,,,,draft,매핑: 2023_박상현_핵보유국의핵정책비교연구 | 다중 문서 근거 필요
gq-147,러시아-우크라이나 전쟁 교훈과 한반도 전쟁억제 전략을 연계 분석하시오.,multi_hop,hard,pub:kida:a5c30566817e1c06d73ca05520f8e69c,러시아-우크라이나전쟁종전구상논의와전쟁의향방,러우전쟁;억제;한반도;교훈,"14,73",교훈 | 한반도,"p14: …으로새롭고, 유기 적인분석틀로러시아-우크라이나전쟁종결에관한사항을연구하기보다는선행연 구에서식별된변수와교훈을바탕으로전황, 교전당사국의전쟁지속수행역량및 여건, 종전논의, 전쟁종결시나리오등을정리하였다. 2…  ||  p73: …전쟁승리가능성점차희박. 내일신문. 이정수. (2023.2.8.). “우크라이나는한국이아니다”...‘한반도시나리오’ 모색 주장 반박. 서울신문. 정의길. (2023.2.5.). 시간은러시아편? 미국무…",,,,draft,매핑: 2023_노인규_러시아-우크라이나전쟁종전구상논의와전쟁의향방 | 다중 문서 근거 필요
gq-151,MRO 시장 발전과 군수지원 효율화 전략의 연계 방안은?,multi_hop,hard,pub:kida:a0c8315faf322595981c996721376447,미군의RSF전략에대응하는국방MRO발전방향,MRO;군수;정비;민간,"8,2,11,10","MRO,군수,정비,민간 | MRO,군수,정비,민간 | MRO,군수,정비,민간 | MRO,군수,정비,민간","p8: … 같은 방산수출 호황 속에서, 기존의 미국과의 공급협력 외에 RSF 형태로 공식 발표된 지역기반의 MRO 협력이 우리나라에 적용되면 국방MRO에 큰 변화를 불러일으킬 것으로 보인다. RSF 도입으로…  ||  p2: …지속지원 프레임워크,2) 이하 RSF)를 2024년 5월에 발표하였다. RSF는 미군의 유지・보수・정비(Maintenance, Repair, and Overhaul, 이하 MRO) 지원을 최적화하기…  ||  p11: …Analyses - 데 필요한 기술능력을 보유하고 자원 준비태세를 유지하고 통제할 수 있도록 핵심 군수능력을 유지해야 한다”고 명시한다.14) 군은 이와 같은 원칙을 참고하여, 우리 군에 맞는 핵심…  ||  p10: …체계지원(Product Support) 부 차관보실 간의 협의를 통해 정 하는 것이 바람직하다. ‘MRO 기획팀’에서 RSF 관련 사업을 추진할 때 발생하는 각종 사안 에 대해 국내 조직인 ‘국방 …",,,,draft,매핑: 2024_김진호_미군의RSF전략에대응하는국방MRO발전방향 | 다중 문서 근거 필요
gq-154,AI 전쟁 패러다임 변화와 한국군 교리 혁신 방향을 종합 분석하시오.,multi_hop,hard,pub:kida:d7a2af473c4d3d519c12d7be47cec10b,인공지능(AI)과전쟁패러다임변화연구,AI;패러다임;교리;혁신,"3,1,4","AI,패러다임 | AI,패러다임 | AI","p3: …이라크전 이후 ‘소프트웨어(Software)에 의해 주도’되고 있 다. 특히, 군사력의 무게중심이 AI/ML 기반 알고리즘(AI/ML-based Algorithms)에 의 존하는 소프트웨어로 이동되…  ||  p1: …연구보고서 군사2023-4940 2023. 10. 인공지능(AI)과 전쟁패러다임 변화 연구 - 알고리즘 전쟁을 중심으로 - 유기현 조홍일 김성학 박효린…  ||  p4: …알고리즘전을 ‘AI 기반 무인 또는 로봇체계를 운용하고, 광범위한 자료 분석과 계산을 통해 정량적 관점에서의 군사력 우위 확보와 AI가 제시하는 통합적 군사력 운용방식을 선택하는 전쟁’으로 정의하고…",,,,draft,매핑: 2023_유기현_인공지능(AI)과전쟁패러다임변화연구 | 다중 문서 근거 필요
gq-157,함정 정비 외주화 전략과 해군력 유지의 균형점을 분석하시오.,multi_hop,hard,pub:kida:262ac13c060c99da338a0c17d7f9fed1,효율적인함정외주정비추진방안,함정정비;외주;해군;조선소,,,,,,,draft,매핑: 2019_이성윤_효율적인함정외주정비추진방안 | 다중 문서 근거 필요
gq-160,기계학습 기반 군사 분석과 전통적 정보분석의 융합 방안을 제시하시오.,multi_hop,hard,pub:kida:9d0de61457f6d51dc6ab6e2c49390c3c,기계학습기반신속통합분석연구,기계학습;정보분석;융합;하이브리드,"3,1",기계학습 | 기계학습,"p3: …하여 북핵 대응능력 관련 기존 방법론과 연구들을 연계 활용하여 학습 데 이터를 생성하였다. 5개의 기계학습 알고리즘을 선정하여 데이터를 학습하였고 다양한 실험을 통하여 알고리즘의 고도화를 진행하였다…  ||  p1: …연구보고서 군사 기계학습 기반 신속통합분석 연구 김종회, 심광신, 박효린, 서민혁, 손병원 2023. 11.…",,,,draft,매핑: 2023_김종회_기계학습기반신속통합분석연구 | 다중 문서 근거 필요
gq-161,초급간부 선발에서 AI 면접 도입의 기대효과와 한계를 종합 분석하시오.,multi_hop,hard,pub:kida:141e602a103e76d68efee4780087cc13,초급간부선발시AI면접의발전방향,AI면접;선발;객관성;한계,"9,10,1,6","AI면접,선발 | 선발,한계 | 선발 | 선발","p9: … 필요하다. AI 면접 결과의 타당성 검증도 필요하다. AI 면접 도입 시기에 응시한 인원들이 장기선발되는 3~5년 후는 야전에서의 임무수행에 대한 평가가 가능한 시점이다. 이때, 준거 척도를 개발…  ||  p10: …KIDA Defense Issues & Analyses 맺음말 초급간부 선발에서 활용하고 있는 AI 면접의 긍정적인 면을 파악하고, 개선소요를 식별하여 AI 면접의 발전방향을 제안하였다. AI 면접…  ||  p1: …호(24-10) 2024년 3월 15일 발행처 한국국방연구원 발행인 탁성한 편집인 이재욱 초급간부 선발 시, AI 면접의 발전방향 곽지희 한국국방연구원 국방인력연구센터 jiheekwak@kida.r…  ||  p6: …하기 때문에 대면면접관이 평가하기 어려운 항목은 AI 모델도 좋은 성능을 보이기는 어려운 것이다. 선발평가에서 얼굴 표정 및 음성 인식 정보 등과 같은 생체정보를 활용하고 있고, AI 모델이 좋은 …",,,,draft,매핑: 2024_곽지희_초급간부선발시AI면접의발전방향 | 다중 문서 근거 필요
gq-162,사회문화적 변화에 따른 군 리더십 패러다임 전환 방향을 제시하시오.,multi_hop,medium,pub:kida:04c54f24414c6959db7cf2cb298b5849,한국의사회문화적이슈가군에미친영향,리더십;사회문화;소통;변화,"10,146,14,151","사회문화,변화 | 사회문화,변화 | 소통,변화 | 사회문화,변화","p10: …········································ 133 V. 미래 사회의 변화와 국방·················································…  ||  p146: …2. 가까운 미래 사회문화적 이슈와 국방 저출산 심화와 군 인력 획득192) 지난 국방개혁 2.0에서는 상비병력을 2022년까지 50만으로 감축하는 계획을 수립 하고, 산업기능 요원 감축, 군무원 …  ||  p14: …양한 많은 주제들이 포함되어 있다. 군이 높은 수준의 전문성, 규율, 법치를 유지함에 있어 시대적 변화에 따른 군대의 제도 및 조직 변화, 더불어 군대의 역할 범위를 어 디까지로 할 것인지, 방위정…  ||  p151: …페미니즘은 그 안에서 분열과 갈등, 분화와 발전을 거듭하는 특성을 보인다. 젠더가 성별을 구별하는 사회문화적 체계로 인식되다가 트랜스페미니즘이 부상하면서 젠더 이분법의 교란과 해체를 통해 성평등 을…",,,,draft,매핑: 2023_독고순_한국의사회문화적이슈가군에미친영향 | 다중 문서 근거 필요
gq-163,국방정책 AI 개념설계 연구 결과를 실제 정책 의사결정에 적용하는 방안은?,multi_hop,hard,pub:kida:65126140b8accf27c4602672371a65e3,국방정책AI개념설계연구,정책AI;의사결정;시뮬레이션;적용,"4,5,3","의사결정,적용 | 의사결정,적용 | 의사결정,적용","p4: …의 일부로 볼 수 있다. AI로 해결하고자 하 는 문제(AI Use Case)를 정의하고, 문제에 적용할 기술을 구체화하고, 소요기획, 연 구개발, 운영 등으로 AI가 적용된 체계(서비스)의 단계를…  ||  p5: … 히, AI 서비스 기획은 앞서 언급한 AI Use Case를 정의하는 활동이며, 국방정책 분 야 의사결정 문제 중에서 AI 기술을 활용하여 접근하는 것이 타당한지 검토하는 것 이 핵심 과업이다. …  ||  p3: …1월까지 지속되고 있다. 국방부는 2022년부터 국방혁신 4.0의 핵심과제로 유무인 복합체계 AI 적용을 포 함한 무기체계와 전력지원체계에 AI 도입을 추진하고 있으며, 2023년부터 AI 개발 을…",,,,draft,매핑: 2023_심승배_국방정책AI개념설계연구 | 다중 문서 근거 필요
gq-164,신영역 작전 수행 개념 발전과 한반도 미사일 전략의 연계 방향은?,multi_hop,hard,pub:kida:d97f67aac09c745bce808e48ca694533,신영역작전수행개념과연계한한반도미사일전략발전방향연구,신영역;미사일;다영역;통합작전,"139,16,55,130","신영역,미사일,통합작전 | 신영역,미사일,통합작전 | 신영역,미사일,통합작전 | 신영역,미사일,통합작전","p139: …공지능과 머신러닝 기반의 상황인식 및 의사결정지원 체계를 고려 할 수 있을 것이다.233) 한반도 미사일 전략 발전 방향은 한국형 전영역통합작전(JADO) 개념을 바탕으로 동맹과 한국 국방의 전영역…  ||  p16: …보공유, 지휘통제체계의 상호운용성 발전개념을 고려할 것이다. 미사일 운용과 관련 하여 전영역(all domain)에서의 상호운용성을 바탕으로 4D 작전개념의 탐지 (detect), 교란(disrup…  ||  p55: …명하면서 효과적인 억제 수단이 되고 있다. 이제, 4차 산업혁명 기술을 견인하는 ICT 기술발전은 미사일을 전쟁 도구가 아닌 국제정치의 레버리지가 되도록 하였다. 이러한 양상은 미사일이라는 수단이 …  ||  p130: …시된 추진중점의 첫 번째는 북핵미사일 대응 능력의 획기적 강화이다. 북한 핵·미사 일 위협에 대해서 ‘AI 기반의 첨단과학기술을 적용한 대응역량 확충을 최우선적으로 하겠다’는 구체적인 국방혁신 4.…",,,,draft,매핑: 2023_김기원_신영역작전수행개념과연계한한반도미사일전략발전방향연구 | 다중 문서 근거 필요
